Release,Studio,Release_Cinema,Release_Digital_Streaming,DOW,Rank,Daily,Theaters,Day
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,35,12814.0,92,101
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,33,6806.0,92,102
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,33,7936.0,92,103
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,33,7121.0,92,104
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,33,7412.0,92,105
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,40,11067.0,64,106
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,41,14683.0,64,107
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,41,8934.0,64,108
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,40,3944.0,64,109
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,40,4078.0,64,110
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,41,3626.0,64,111
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,42,3774.0,64,112
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,40,7180.0,46,113
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,40,10296.0,46,114
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,40,6217.0,46,115
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,39,2580.0,46,116
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,40,2169.0,46,117
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,41,2051.0,46,118
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,41,2214.0,46,119
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,43,4061.0,26,120
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,40,6907.0,26,121
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,42,3148.0,26,122
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,42,1355.0,26,123
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,42,1237.0,26,124
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,42,1626.0,26,125
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,42,1383.0,26,126
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,1,21398778.0,3641,1
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,1,19713168.0,3641,2
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,1,13989658.0,3641,3
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,1,5452193.0,3641,4
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,1,5075246.0,3641,5
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,1,4238061.0,3641,6
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,1,4027245.0,3641,7
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,2,7525242.0,3692,8
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,2,10027477.0,3692,9
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,2,6576267.0,3692,10
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,2,2726803.0,3692,11
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,2,2968837.0,3692,12
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,2,2319163.0,3692,13
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,2,2386424.0,3692,14
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,4,3402278.0,3375,15
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,4,4453520.0,3375,16
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,4,4077726.0,3375,17
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,4,1462145.0,3375,18
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,4,1576163.0,3375,19
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,4,1388807.0,3375,20
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,5,1429727.0,3375,21
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,6,2110439.0,2633,22
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,6,2650753.0,2633,23
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,6,1919288.0,2633,24
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,6,858965.0,2633,25
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,7,873691.0,2633,26
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,8,525562.0,2023,27
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,8,558101.0,2023,28
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,11,837188.0,1602,29
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,11,1065154.0,1602,30
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,11,1048576.0,1602,31
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,11,666710.0,1602,32
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,10,464823.0,1602,33
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,11,408007.0,1602,34
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,11,414552.0,1602,35
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,13,446869.0,847,36
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,13,593338.0,847,37
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,13,433177.0,847,38
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,13,194366.0,847,39
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,13,213473.0,847,40
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,13,177214.0,847,41
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,13,145097.0,847,42
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,15,184214.0,470,43
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,16,260776.0,470,44
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,16,190596.0,470,45
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,15,97870.0,470,46
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,16,108610.0,470,47
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,15,98222.0,470,48
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,16,101759.0,470,49
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,19,108727.0,295,50
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,19,138545.0,295,51
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,20,100774.0,295,52
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,21,55040.0,295,53
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,21,62442.0,295,54
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,21,54984.0,295,55
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,22,53503.0,295,56
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,22,86128.0,254,57
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,21,114084.0,254,58
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,21,87297.0,254,59
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,20,49326.0,254,60
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,20,52573.0,254,61
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,21,50297.0,254,62
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,21,46745.0,254,63
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,17,127818.0,236,64
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,18,149880.0,236,65
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,18,91870.0,236,66
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,20,54211.0,236,67
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,20,57526.0,236,68
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,21,46388.0,236,69
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,21,50261.0,236,70
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,26,58511.0,183,71
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,26,76892.0,183,72
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,28,52406.0,183,73
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,25,28888.0,183,74
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,26,34730.0,183,75
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,25,28236.0,183,76
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,26,27734.0,183,77
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,27,41152.0,146,78
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,30,54683.0,146,79
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,31,35826.0,146,80
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,29,17710.0,146,81
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,29,19669.0,146,82
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,30,16072.0,146,83
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,30,16899.0,146,84
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,31,33548.0,110,85
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,30,49507.0,110,86
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,31,30467.0,110,87
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,30,12486.0,110,88
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,31,11650.0,110,89
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,32,9673.0,110,90
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,31,12512.0,110,91
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,37,26290.0,101,92
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,37,37888.0,101,93
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,37,43184.0,101,94
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,39,22650.0,101,95
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,38,6247.0,101,96
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,37,5835.0,101,97
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,38,5838.0,101,98
X-Men: First Class,Fox,2011-06-03,2011-09-09,Friday,44,12019.0,67,99
X-Men: First Class,Fox,2011-06-03,2011-09-09,Saturday,44,18522.0,67,100
X-Men: First Class,Fox,2011-06-03,2011-09-09,Sunday,44,9714.0,67,101
X-Men: First Class,Fox,2011-06-03,2011-09-09,Monday,40,3768.0,67,102
X-Men: First Class,Fox,2011-06-03,2011-09-09,Tuesday,40,3687.0,67,103
X-Men: First Class,Fox,2011-06-03,2011-09-09,Wednesday,40,3480.0,67,104
X-Men: First Class,Fox,2011-06-03,2011-09-09,Thursday,40,3751.0,67,105
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,1,20655772.0,3924,1
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,1,18191631.0,3924,2
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,1,14266349.0,3924,3
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,1,5548959.0,3924,4
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,1,5983708.0,3924,5
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,2,4339978.0,3924,6
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,2,4327453.0,3924,7
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,2,6481536.0,3924,8
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,2,8625435.0,3924,9
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,2,6217919.0,3924,10
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,2,2703138.0,3924,11
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,3,2844844.0,3924,12
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,5,1975171.0,3785,13
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,5,1824277.0,3785,14
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,7,2434143.0,2867,15
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,7,3264668.0,2867,16
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,7,2325593.0,2867,17
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,7,1006802.0,2867,18
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,7,1276747.0,2867,19
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,7,915187.0,2867,20
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,7,823846.0,2867,21
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,11,1306841.0,2058,22
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,10,1858176.0,2058,23
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,10,1353614.0,2058,24
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,10,531523.0,2058,25
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,10,655646.0,2058,26
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,11,436694.0,1715,27
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,12,420026.0,1715,28
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,14,717666.0,1449,29
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,14,1077052.0,1449,30
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,14,689069.0,1449,31
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,15,269622.0,1449,32
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,15,314003.0,1449,33
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,16,232747.0,1449,34
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,16,213047.0,1449,35
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,17,430465.0,988,36
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,18,635419.0,988,37
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,19,647462.0,988,38
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,20,500059.0,988,39
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,18,138031.0,988,40
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,17,105664.0,988,41
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,19,96557.0,988,42
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,21,208422.0,698,43
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,19,360856.0,698,44
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,19,179316.0,698,45
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,20,57273.0,698,46
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,19,77590.0,698,47
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,20,61569.0,698,48
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,20,53299.0,698,49
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,20,181005.0,540,50
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,19,246715.0,540,51
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,22,137474.0,540,52
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,21,49187.0,540,53
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,19,60028.0,540,54
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,21,44865.0,540,55
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,21,46664.0,540,56
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,20,127524.0,462,57
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,20,215034.0,462,58
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,20,115556.0,462,59
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,19,35179.0,462,60
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,19,44272.0,462,61
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,19,35790.0,462,62
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,21,35016.0,462,63
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,23,75803.0,329,64
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,22,126550.0,329,65
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,23,67124.0,329,66
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,21,24476.0,329,67
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,21,28707.0,329,68
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,22,25402.0,329,69
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,21,25223.0,329,70
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,23,52585.0,241,71
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,24,81667.0,241,72
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,25,47307.0,241,73
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,21,18834.0,241,74
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,22,20708.0,241,75
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,21,17412.0,241,76
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,22,19004.0,241,77
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,25,51715.0,227,78
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,25,78887.0,227,79
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,25,48357.0,227,80
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,23,25646.0,227,81
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,23,19743.0,227,82
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,23,17373.0,227,83
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,22,18391.0,227,84
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,28,44100.0,207,85
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,28,70105.0,207,86
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,28,38359.0,207,87
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,26,15354.0,207,88
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,26,17388.0,207,89
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,25,14563.0,207,90
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,26,15391.0,207,91
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,28,28487.0,164,92
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,28,46765.0,164,93
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,29,27520.0,164,94
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,27,9596.0,164,95
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,28,10067.0,164,96
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,27,8766.0,164,97
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,28,11112.0,164,98
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,30,19864.0,119,99
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,31,35035.0,119,100
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,34,18550.0,119,101
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,30,5368.0,119,102
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,31,6392.0,119,103
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,30,5348.0,119,104
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,31,5289.0,119,105
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,32,11707.0,77,106
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,34,20091.0,77,107
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,36,13714.0,77,108
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,31,8134.0,77,109
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,31,3853.0,77,110
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,31,3668.0,77,111
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,31,3813.0,77,112
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,33,9709.0,65,113
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,35,18215.0,65,114
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,37,9433.0,65,115
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,31,2915.0,65,116
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,32,3236.0,65,117
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,33,2675.0,65,118
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,30,3130.0,65,119
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,36,7191.0,43,120
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,38,11111.0,43,121
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,37,5680.0,43,122
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,35,2646.0,43,123
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,35,3175.0,43,124
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,37,3947.0,43,125
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,38,2654.0,43,126
The Wolverine,Fox,2013-07-26,2013-12-03,Friday,37,8139.0,35,127
The Wolverine,Fox,2013-07-26,2013-12-03,Saturday,37,9162.0,35,128
The Wolverine,Fox,2013-07-26,2013-12-03,Sunday,39,3456.0,35,129
The Wolverine,Fox,2013-07-26,2013-12-03,Monday,38,1267.0,35,130
The Wolverine,Fox,2013-07-26,2013-12-03,Tuesday,39,1287.0,35,131
The Wolverine,Fox,2013-07-26,2013-12-03,Wednesday,39,1674.0,35,132
The Wolverine,Fox,2013-07-26,2013-12-03,Thursday,39,1664.0,35,133
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Friday,1,35511974.0,3996,1
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Saturday,1,29283650.0,3996,2
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Sunday,1,26028036.0,3996,3
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Monday,1,19752944.0,3996,4
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Tuesday,1,8207674.0,3996,5
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Wednesday,1,5716351.0,3996,6
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Thursday,1,4968474.0,3996,7
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Friday,2,9416247.0,4001,8
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Saturday,2,13794992.0,4001,9
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Sunday,2,9339859.0,4001,10
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Monday,2,3163908.0,4001,11
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Tuesday,2,3787895.0,4001,12
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Wednesday,2,2824137.0,4001,13
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Thursday,2,2605125.0,4001,14
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Friday,4,4510017.0,3639,15
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Saturday,4,6176540.0,3639,16
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Sunday,4,4468257.0,3639,17
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Monday,4,1765307.0,3639,18
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Tuesday,4,2021629.0,3639,19
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Wednesday,4,1707464.0,3639,20
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Thursday,4,1389681.0,3639,21
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Friday,6,2725465.0,3042,22
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Saturday,6,3730153.0,3042,23
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Sunday,5,3360831.0,3042,24
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Monday,6,1033521.0,3042,25
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Tuesday,6,1242446.0,3042,26
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Wednesday,6,1035371.0,3042,27
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Thursday,6,1026302.0,3042,28
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Friday,8,1851852.0,2681,29
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Saturday,8,2612005.0,2681,30
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Sunday,8,1686603.0,2681,31
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Monday,8,791942.0,2681,32
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Tuesday,8,1043239.0,2681,33
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Wednesday,8,831264.0,2681,34
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Thursday,8,682317.0,2681,35
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Friday,9,966471.0,2014,36
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Saturday,9,1347484.0,2014,37
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Sunday,9,1007472.0,2014,38
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Monday,9,561746.0,2014,39
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Tuesday,9,540462.0,2014,40
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Wednesday,13,292623.0,1040,41
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Thursday,13,410272.0,1040,42
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Friday,13,537862.0,1044,43
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Saturday,13,783775.0,1044,44
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Sunday,13,571490.0,1044,45
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Monday,13,276624.0,1044,46
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Tuesday,13,298529.0,1044,47
X-Men: Days of Future Past,Fox,2014-05-23,2014-10-14,Wednesday,13,229417.0,1044,48
