Release,Studio,Release_Cinema,Release_Digital_Streaming,DOW,Rank,Daily,Theaters,Day
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Friday,8,862277.0,1669,50
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Saturday,8,1101292.0,1669,51
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Sunday,8,920055.0,1669,52
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Monday,8,505496.0,1669,53
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Tuesday,8,636198.0,1669,54
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Wednesday,8,515864.0,1669,55
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Thursday,8,420707.0,1669,56
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Friday,10,416238.0,833,57
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Saturday,10,575941.0,833,58
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Sunday,10,435694.0,833,59
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Monday,10,241943.0,833,60
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Tuesday,10,230266.0,833,61
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Wednesday,11,155786.0,833,62
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Thursday,11,130175.0,833,63
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Friday,13,164369.0,435,64
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Saturday,13,202261.0,435,65
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Sunday,13,165117.0,435,66
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Monday,12,105610.0,435,67
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Tuesday,13,97925.0,435,68
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Wednesday,13,71332.0,435,69
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Thursday,13,69374.0,435,70
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Friday,14,82094.0,258,71
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Saturday,14,119293.0,258,72
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Sunday,15,81875.0,258,73
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Monday,16,38778.0,258,74
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Tuesday,16,49234.0,258,75
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Wednesday,16,36017.0,258,76
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Thursday,16,27367.0,258,77
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Friday,20,30314.0,121,78
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Saturday,19,42513.0,121,79
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Sunday,19,27786.0,121,80
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Monday,19,13069.0,121,81
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Tuesday,20,12447.0,121,82
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Wednesday,20,9596.0,121,83
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Thursday,20,8570.0,121,84
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Friday,25,21233.0,335,85
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Saturday,24,44519.0,335,86
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Sunday,20,105954.0,335,87
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Monday,26,9347.0,335,88
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Tuesday,26,10963.0,335,89
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Wednesday,25,11274.0,335,90
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Thursday,24,10025.0,335,91
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Friday,27,12555.0,78,92
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Saturday,28,20064.0,78,93
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Sunday,26,22496.0,78,94
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Monday,26,11187.0,78,95
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Tuesday,31,1769.0,78,96
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Wednesday,31,1635.0,78,97
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Thursday,31,1124.0,78,98
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Friday,26,6587.0,52,99
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Saturday,24,12449.0,52,100
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Sunday,25,5203.0,52,101
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Monday,25,2897.0,52,102
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Tuesday,28,850.0,52,103
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Wednesday,28,1199.0,52,104
Spider-Man: Across the Spider-Verse,Sony,2023-06-02,2023-08-08,Thursday,27,847.0,52,105
Madame Web,Sony,2024-02-14,2024-04-16,Wednesday,2,6051012.0,4013,1
Madame Web,Sony,2024-02-14,2024-04-16,Thursday,2,2153607.0,4013,2
Madame Web,Sony,2024-02-14,2024-04-16,Friday,2,4284961.0,4013,3
Madame Web,Sony,2024-02-14,2024-04-16,Saturday,2,6401225.0,4013,4
Madame Web,Sony,2024-02-14,2024-04-16,Sunday,2,4649674.0,4013,5
Madame Web,Sony,2024-02-14,2024-04-16,Monday,2,2515396.0,4013,6
Madame Web,Sony,2024-02-14,2024-04-16,Tuesday,2,1727530.0,4013,7
Madame Web,Sony,2024-02-14,2024-04-16,Wednesday,2,861175.0,4013,8
Madame Web,Sony,2024-02-14,2024-04-16,Thursday,2,801394.0,4013,9
Madame Web,Sony,2024-02-14,2024-04-16,Friday,4,1617173.0,4013,10
Madame Web,Sony,2024-02-14,2024-04-16,Saturday,3,2671750.0,4013,11
Madame Web,Sony,2024-02-14,2024-04-16,Sunday,3,1626529.0,4013,12
Madame Web,Sony,2024-02-14,2024-04-16,Monday,4,415083.0,4013,13
Madame Web,Sony,2024-02-14,2024-04-16,Tuesday,3,723518.0,4013,14
Madame Web,Sony,2024-02-14,2024-04-16,Wednesday,4,397642.0,4013,15
Madame Web,Sony,2024-02-14,2024-04-16,Thursday,5,343847.0,4013,16
Madame Web,Sony,2024-02-14,2024-04-16,Friday,5,800238.0,3116,17
Madame Web,Sony,2024-02-14,2024-04-16,Saturday,4,1464840.0,3116,18
Madame Web,Sony,2024-02-14,2024-04-16,Sunday,5,899756.0,3116,19
Madame Web,Sony,2024-02-14,2024-04-16,Monday,5,245804.0,3116,20
Madame Web,Sony,2024-02-14,2024-04-16,Tuesday,5,410610.0,3116,21
Madame Web,Sony,2024-02-14,2024-04-16,Wednesday,5,261757.0,3116,22
Madame Web,Sony,2024-02-14,2024-04-16,Thursday,5,170178.0,3116,23
Madame Web,Sony,2024-02-14,2024-04-16,Friday,8,301679.0,2015,24
Madame Web,Sony,2024-02-14,2024-04-16,Saturday,8,501797.0,2015,25
Madame Web,Sony,2024-02-14,2024-04-16,Sunday,8,302231.0,2015,26
Madame Web,Sony,2024-02-14,2024-04-16,Monday,8,125603.0,2015,27
Madame Web,Sony,2024-02-14,2024-04-16,Tuesday,8,185215.0,2015,28
Madame Web,Sony,2024-02-14,2024-04-16,Wednesday,8,129732.0,2015,29
Madame Web,Sony,2024-02-14,2024-04-16,Thursday,9,90156.0,2015,30
Madame Web,Sony,2024-02-14,2024-04-16,Friday,13,124032.0,1058,31
Madame Web,Sony,2024-02-14,2024-04-16,Saturday,12,180500.0,1058,32
Madame Web,Sony,2024-02-14,2024-04-16,Sunday,13,96297.0,1058,33
Madame Web,Sony,2024-02-14,2024-04-16,Monday,14,38072.0,1058,34
Madame Web,Sony,2024-02-14,2024-04-16,Tuesday,14,50273.0,1058,35
Madame Web,Sony,2024-02-14,2024-04-16,Wednesday,16,33349.0,1058,36
Madame Web,Sony,2024-02-14,2024-04-16,Thursday,19,17197.0,1058,37
Madame Web,Sony,2024-02-14,2024-04-16,Friday,20,28459.0,172,38
Madame Web,Sony,2024-02-14,2024-04-16,Saturday,21,42984.0,172,39
Madame Web,Sony,2024-02-14,2024-04-16,Sunday,25,14183.0,172,40
Madame Web,Sony,2024-02-14,2024-04-16,Monday,29,2713.0,172,41
Madame Web,Sony,2024-02-14,2024-04-16,Tuesday,29,4850.0,172,42
Madame Web,Sony,2024-02-14,2024-04-16,Wednesday,29,5133.0,172,43
Madame Web,Sony,2024-02-14,2024-04-16,Thursday,31,2646.0,172,44
Madame Web,Sony,2024-02-14,2024-04-16,Friday,30,14359.0,53,45
Madame Web,Sony,2024-02-14,2024-04-16,Saturday,36,11597.0,53,46
Madame Web,Sony,2024-02-14,2024-04-16,Sunday,37,2686.0,53,47
Madame Web,Sony,2024-02-14,2024-04-16,Monday,36,919.0,53,48
Madame Web,Sony,2024-02-14,2024-04-16,Tuesday,36,627.0,53,49
Madame Web,Sony,2024-02-14,2024-04-16,Wednesday,37,718.0,53,50
Madame Web,Sony,2024-02-14,2024-04-16,Thursday,37,765.0,53,51
Madame Web,Sony,2024-02-14,2024-04-16,Friday,31,3142.0,22,52
Madame Web,Sony,2024-02-14,2024-04-16,Saturday,30,3738.0,22,53
Madame Web,Sony,2024-02-14,2024-04-16,Sunday,31,1126.0,22,54
Madame Web,Sony,2024-02-14,2024-04-16,Monday,37,59.0,22,55
Madame Web,Sony,2024-02-14,2024-04-16,Tuesday,36,141.0,22,56
Madame Web,Sony,2024-02-14,2024-04-16,Wednesday,40,108.0,22,57
Madame Web,Sony,2024-02-14,2024-04-16,Thursday,35,175.0,22,58
Madame Web,Sony,2024-02-14,2024-04-16,Friday,34,1344.0,17,59
Madame Web,Sony,2024-02-14,2024-04-16,Saturday,32,3078.0,17,60
Madame Web,Sony,2024-02-14,2024-04-16,Sunday,35,401.0,17,61
Madame Web,Sony,2024-02-14,2024-04-16,Monday,34,167.0,17,62
Madame Web,Sony,2024-02-14,2024-04-16,Tuesday,39,57.0,17,63
Madame Web,Sony,2024-02-14,2024-04-16,Wednesday,39,52.0,17,64
Madame Web,Sony,2024-02-14,2024-04-16,Thursday,39,47.0,17,65
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Friday,1,22023587.0,4131,1
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Saturday,1,16820420.0,4131,2
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Sunday,1,12168397.0,4131,3
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Monday,1,3055703.0,4131,4
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Tuesday,1,4605136.0,4131,5
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Wednesday,1,2471828.0,4131,6
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Thursday,1,2802359.0,4131,7
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Friday,1,6609372.0,4131,8
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Saturday,1,11617451.0,4131,9
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Sunday,1,7675943.0,4131,10
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Monday,1,2131745.0,4131,11
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Tuesday,1,3300694.0,4131,12
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Wednesday,1,1682382.0,4131,13
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Thursday,1,1628721.0,4131,14
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Friday,3,3926512.0,3905,15
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Saturday,1,7101494.0,3905,16
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Sunday,1,4876142.0,3905,17
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Monday,1,2505938.0,3905,18
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Tuesday,1,1513871.0,3905,19
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Wednesday,1,926820.0,3905,20
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Thursday,1,800104.0,3905,21
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Friday,2,1569649.0,3421,22
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Saturday,2,3561621.0,3421,23
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Sunday,2,2196114.0,3421,24
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Monday,3,522487.0,3421,25
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Tuesday,4,778677.0,3421,26
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Wednesday,3,527233.0,3421,27
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Thursday,3,425076.0,3421,28
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Friday,5,974005.0,2558,29
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Saturday,4,1728946.0,2558,30
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Sunday,4,1172652.0,2558,31
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Monday,6,556300.0,1716,32
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Tuesday,6,500807.0,1716,33
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Wednesday,7,476976.0,1716,34
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Thursday,7,427712.0,1716,35
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Friday,7,817598.0,1716,36
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Saturday,6,904665.0,1716,37
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Sunday,7,500314.0,1716,38
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Monday,7,141891.0,1716,39
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Tuesday,7,186358.0,1716,40
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Wednesday,7,129356.0,1716,41
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Thursday,8,94573.0,1716,42
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Friday,16,159057.0,854,43
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Saturday,12,289814.0,854,44
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Sunday,14,174930.0,854,45
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Monday,13,51362.0,854,46
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Tuesday,13,66671.0,854,47
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Wednesday,14,49209.0,854,48
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Thursday,15,36175.0,854,49
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Friday,17,65121.0,344,50
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Saturday,14,119235.0,344,51
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Sunday,17,77405.0,344,52
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Monday,18,26658.0,344,53
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Tuesday,18,36794.0,344,54
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Wednesday,17,27253.0,344,55
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Thursday,17,22067.0,344,56
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Friday,22,12784.0,97,57
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Saturday,20,19398.0,97,58
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Sunday,19,16521.0,97,59
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Monday,19,10069.0,97,60
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Tuesday,22,5771.0,97,61
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Wednesday,31,4184.0,24,62
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Thursday,31,3702.0,24,63
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Friday,64,4163.0,27,64
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Saturday,34,6209.0,27,65
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Sunday,33,6352.0,27,66
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Monday,33,2936.0,27,67
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Tuesday,32,2111.0,27,68
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Wednesday,32,3503.0,27,69
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Thursday,32,3022.0,27,70
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Friday,33,4618.0,24,71
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Saturday,33,5801.0,24,72
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Sunday,34,2331.0,24,73
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Monday,33,794.0,24,74
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Tuesday,35,924.0,24,75
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Wednesday,36,550.0,24,76
Venom: The Last Dance,Sony,2024-10-25,2024-12-10,Thursday,36,759.0,24,77
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,1,34433831.0,4099,1
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,1,29323711.0,4099,2
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,1,21300461.0,4099,3
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,1,5451023.0,4099,4
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,1,4632575.0,4099,5
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,1,4011209.0,4099,6
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,2,3471337.0,4099,7
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,2,8317835.0,4102,8
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,2,11231427.0,4102,9
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,2,6859026.0,4102,10
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,2,1975325.0,4102,11
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,2,1894749.0,4102,12
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,2,1705242.0,4102,13
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,2,1682993.0,4102,14
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,3,4175922.0,3892,15
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,3,6442453.0,3892,16
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,3,4084050.0,3892,17
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,3,1425181.0,3892,18
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,3,1067934.0,3892,19
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,3,956416.0,3892,20
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,4,811037.0,3648,21
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,6,2250228.0,3183,22
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,6,3008644.0,3183,23
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,6,2811685.0,3183,24
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,6,1840129.0,3183,25
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,6,649051.0,3183,26
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,5,568433.0,3183,27
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,5,588428.0,3183,28
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,8,1154311.0,2263,29
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,8,1695755.0,2263,30
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,8,1023311.0,2263,31
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,8,383984.0,2263,32
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,8,410095.0,2263,33
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,7,393875.0,2263,34
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,8,388624.0,2263,35
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,11,603433.0,1391,36
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,10,838994.0,1391,37
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,10,484669.0,1391,38
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,10,218034.0,1391,39
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,10,217635.0,1391,40
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,10,214372.0,1391,41
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,10,219506.0,1391,42
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,12,276023.0,799,43
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,12,397429.0,799,44
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,12,260121.0,799,45
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,12,120180.0,799,46
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,12,130181.0,799,47
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,12,122980.0,799,48
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,12,129928.0,799,49
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,14,180387.0,536,50
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,14,235646.0,536,51
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,14,219097.0,536,52
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,14,75889.0,536,53
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,16,74708.0,536,54
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,17,44325.0,341,55
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,17,42825.0,341,56
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,18,95896.0,360,57
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,19,127815.0,360,58
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,19,86456.0,360,59
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,19,45442.0,360,60
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,18,57845.0,360,61
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,20,48197.0,360,62
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,19,57090.0,360,63
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,16,121705.0,303,64
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,18,77836.0,303,65
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,16,96811.0,303,66
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,15,50659.0,303,67
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,16,55115.0,303,68
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,17,48290.0,303,69
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,16,49743.0,303,70
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,17,99460.0,279,71
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,19,116492.0,279,72
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,19,79887.0,279,73
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,18,41006.0,279,74
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,19,45826.0,279,75
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,24,35521.0,279,76
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,24,37681.0,279,77
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,26,57953.0,226,78
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,25,78510.0,226,79
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,24,55633.0,226,80
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,22,30280.0,226,81
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,22,36045.0,226,82
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,23,31295.0,226,83
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,22,33281.0,226,84
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,26,43125.0,181,85
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,26,58822.0,181,86
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,26,37716.0,181,87
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,22,21870.0,181,88
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,25,24649.0,181,89
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,24,23518.0,181,90
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,25,21926.0,181,91
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,31,25267.0,129,92
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,32,33366.0,129,93
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Sunday,32,23722.0,129,94
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Monday,27,13038.0,129,95
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Tuesday,28,14364.0,129,96
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Wednesday,28,13050.0,129,97
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Thursday,27,13691.0,129,98
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Friday,35,13945.0,92,99
X-Men Origins: Wolverine,Fox,2009-05-01,2009-09-15,Saturday,35,18035.0,92,100
